task,phase,learner,seed,hidden,second_hidden_or_gru,gru_size,optimizer,learning_rate,lr_schedule,gamma,gae_lambda,ppo_clip,entropy_coefficient,value_coefficient,ppo_epochs,minibatch_count,parallel_envs,ticks,readout,training_transitions,imitation_transitions,score,state_dependence,action_distribution,policy_entropy,finite,wall_seconds,peak_memory_mb,checkpoint,checkpoint_sha256,result_sha256,failure_reason,last_update
pong,primary,linear,1,0,0,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,65536,0,0.5805555555555556,0.525,"[0.3668402777777778, 0.2809027777777778, 0.35225694444444444]",0.994817039687803,True,12.840833086927887,183.671875,runs/v14/pong-primary-linear-s1/checkpoint.pkl,faaa7ca50341769d355241f55b92bb677eb4bd0bd124cdebbf142cb5ec0b8f94,73cf40713806bff69bb0963a66b5f6ed678080eef318c0f0b398c1adf9df4844,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 448, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 12.840833086927887, ""transitions_per_second"": 5189.959578112524, ""train_success"": 0.35555555555555557, ""train_return"": -2.585640615607667, ""rollout_action_fractions"": [682, 700, 666], ""loss"": 0.146301915570938, ""policy_loss"": -0.0015849225266099365, ""value_loss"": 0.3017753158731291, ""entropy"": 1.0002732796722134, ""approx_kl"": 7.900514931883653e-06, ""clip_fraction"": 0.0, ""grad_norm"": 1.8617008754971909, ""minibatch_updates"": 32, ""finite"": true}"
pong,primary,linear,2,0,0,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,65536,0,0.5194444444444445,0.375,"[0.3133680555555556, 0.32586805555555554, 0.3607638888888889]",0.9898237242595996,True,12.725933752139099,187.9375,runs/v14/pong-primary-linear-s2/checkpoint.pkl,d37f44abb23f5b9914ecbd6eed50fda3d248bb746138bf183d7a708d2156e333,9b90b03096d890404af596da42742a014f2885c50be39859c91cbe0dcd344f8a,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 448, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 12.725933752139099, ""transitions_per_second"": 5094.880126223707, ""train_success"": 0.3333333333333334, ""train_return"": -2.985525724641623, ""rollout_action_fractions"": [712, 664, 672], ""loss"": 0.15499116669293037, ""policy_loss"": -0.0014908451294176751, ""value_loss"": 0.3189392437185402, ""entropy"": 0.99587001230735, ""approx_kl"": 7.0016226231271824e-06, ""clip_fraction"": 0.0, ""grad_norm"": 1.8421308135437717, ""minibatch_updates"": 32, ""finite"": true}"
pong,primary,mlp,0,128,64,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,65536,0,0.3083333333333333,0.575,"[0.5972222222222222, 0.26493055555555556, 0.13784722222222223]",1.0827643292026834,True,14.808739498956129,220.75,runs/v14/pong-primary-mlp-s0/checkpoint.pkl,5127fdb2bf7c5d1f5bad6f86afd3fbd21d5abfd65ec9cd7c3a0c68399ca4f535,e84fcd722a84ac87b6523cc2de8f5091025659a439b6501e571a3a7933773bf0,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 448, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 14.808739498956129, ""transitions_per_second"": 4497.1177952115995, ""train_success"": 0.2733333333333333, ""train_return"": -4.077840451526054, ""rollout_action_fractions"": [788, 667, 593], ""loss"": 0.12773914190853933, ""policy_loss"": -0.0005461518196777596, ""value_loss"": 0.2630647163334369, ""entropy"": 1.0823548128337892, ""approx_kl"": 1.0814947602284092e-06, ""clip_fraction"": 0.0, ""grad_norm"": 0.6976595808161727, ""minibatch_updates"": 32, ""finite"": true}"
pong,primary,mlp,1,128,64,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,65536,0,0.475,0.22499999999999998,"[0.41354166666666664, 0.05243055555555556, 0.5340277777777778]",1.089151142442494,True,14.742138125991914,211.828125,runs/v14/pong-primary-mlp-s1/checkpoint.pkl,08453226e4f75e4f63187621344488a0cce87ab16fa26368f3fecae65f0c70fa,3bd7c5d31e03aa59647babbca62f70e3116e26bcd871f31d8721dd4eaae4a991,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 448, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 14.742138125991914, ""transitions_per_second"": 4430.827678417125, ""train_success"": 0.27, ""train_return"": -4.137997051694016, ""rollout_action_fractions"": [700, 616, 732], ""loss"": 0.1195460926472002, ""policy_loss"": -0.0004165492132652141, ""value_loss"": 0.24646041738951974, ""entropy"": 1.0891889447648193, ""approx_kl"": 8.267060023735246e-07, ""clip_fraction"": 0.0, ""grad_norm"": 0.6568000457828505, ""minibatch_updates"": 32, ""finite"": true}"
pong,primary,mlp,2,128,64,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,4,descending,65536,0,0.36944444444444435,0.5,"[0.06371527777777777, 0.1546875, 0.7815972222222223]",1.0844664347276451,True,14.794920417829417,213.890625,runs/v14/pong-primary-mlp-s2/checkpoint.pkl,c4f2651fd5f5ae2980bd00212c0da6834f8a14e6f87e4d2eb60427c1f1a481dc,038ee95ccdb7deb4346c2a336c789446344229551f075da3eaa655dff7fb53e9,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 448, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 14.794920417829417, ""transitions_per_second"": 4341.654042111883, ""train_success"": 0.27666666666666667, ""train_return"": -4.019570912466117, ""rollout_action_fractions"": [591, 680, 777], ""loss"": 0.143831431942974, ""policy_loss"": -0.000388764720994729, ""value_loss"": 0.29495086796300707, ""entropy"": 1.0850791058449327, ""approx_kl"": 1.3548148391774804e-06, ""clip_fraction"": 0.0, ""grad_norm"": 0.7205391175489511, ""minibatch_updates"": 32, ""finite"": true}"
pong,ticks,linear,0,0,0,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,8,descending,65536,0,0.6861111111111111,0.5,"[0.36493055555555554, 0.24253472222222222, 0.39253472222222224]",0.920559525387237,True,24.812282087048516,178.765625,runs/v14/pong-ticks-linear-s0/checkpoint.pkl,9c918704fea35d26f9d79de936b12dec0923cccf533f44cd3bb7bf082c4c7b6e,5423c0bb96260eb18863ceecefa8a47a2fae8fb96fc97a155f8f24067aeb79ad,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 448, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 24.812282087048516, ""transitions_per_second"": 2628.866300869438, ""train_success"": 0.5288888888888889, ""train_return"": 0.5495755952747102, ""rollout_action_fractions"": [689, 650, 709], ""loss"": 0.12565241769861596, ""policy_loss"": -0.0014954896243234228, ""value_loss"": 0.2598078788406417, ""entropy"": 0.9186773657938294, ""approx_kl"": 8.434237175186857e-06, ""clip_fraction"": 0.0, ""grad_norm"": 1.7514409386005827, ""minibatch_updates"": 32, ""finite"": true}"
pong,ticks,linear,1,0,0,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,8,descending,65536,0,0.638888888888889,0.625,"[0.37482638888888886, 0.2109375, 0.41423611111111114]",0.9570362331525093,True,28.086846415768377,185.03125,runs/v14/pong-ticks-linear-s1/checkpoint.pkl,458433c8111e40cf90337f2bcc0eb88bdfeee19f667c6319ecaa0671ebdcdbde,7eca919c7608dafa5abaa5ad9b86e8a5f4095ca75a3177a09f3d0d9f0cbaa9bf,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 448, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 28.086846415768377, ""transitions_per_second"": 2618.6282219090585, ""train_success"": 0.45, ""train_return"": -0.8751724730541445, ""rollout_action_fractions"": [704, 654, 690], ""loss"": 0.12749834084244016, ""policy_loss"": -0.001596370616291246, ""value_loss"": 0.2639255269385994, ""entropy"": 0.9560173368560994, ""approx_kl"": 7.678087392054375e-06, ""clip_fraction"": 0.0, ""grad_norm"": 1.792477502641025, ""minibatch_updates"": 32, ""finite"": true}"
pong,ticks,linear,2,0,0,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,8,descending,65536,0,0.6222222222222221,0.6,"[0.3541666666666667, 0.22916666666666666, 0.4166666666666667]",0.9491228250924382,True,24.97764533496229,182.765625,runs/v14/pong-ticks-linear-s2/checkpoint.pkl,374e64098bdd962b9e1e1353e4f3a1abb7256fa8fb1813547ec69f58776ed82e,c2bbc294dba33c1455029e460f5a43835f63686de900c4e7431d82a364e001ee,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 448, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 24.97764533496229, ""transitions_per_second"": 2617.138957844952, ""train_success"": 0.4711111111111111, ""train_return"": -0.4939340491465161, ""rollout_action_fractions"": [766, 620, 662], ""loss"": 0.1479987723606518, ""policy_loss"": -0.0015640807384692092, ""value_loss"": 0.30486315185971935, ""entropy"": 0.9562409435795616, ""approx_kl"": 7.949951829041232e-06, ""clip_fraction"": 0.0, ""grad_norm"": 1.8236739685370615, ""minibatch_updates"": 32, ""finite"": true}"
snake,all_readout,linear,0,0,0,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,8,all,65536,0,11.45,0.6,"[0.256857855361596, 0.24047025293908086, 0.2600641254007838, 0.24260776629853936]",0.6400045799387455,True,24.953131579095498,205.4375,runs/v14/snake-all_readout-linear-s0/checkpoint.pkl,ecf5804a0bbf404fa4d4a907d2c38c7aeb2cfdc7d6a8c84bc66c8a5ca3a25f26,cbde9028dc35b00d058adccaf1fc379a558ed7904d7992944081c2e2f8cde81a,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 2821, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 24.953131579095498, ""transitions_per_second"": 2627.783117100646, ""train_success"": 5.39, ""train_return"": 3.958700000000005, ""rollout_action_fractions"": [520, 517, 527, 484], ""loss"": 0.5142194502028388, ""policy_loss"": -0.0021844137416488383, ""value_loss"": 1.0366332974738022, ""entropy"": 0.6375949308044859, ""approx_kl"": 2.2414604929445802e-05, ""clip_fraction"": 0.0, ""grad_norm"": 2.5785554196404226, ""minibatch_updates"": 32, ""finite"": true}"
snake,all_readout,linear,1,0,0,0,Adam,0.0003,linear decay to 5 percent floor,0.99,0.95,0.2,0.003,0.5,4,8,16,8,all,65536,0,11.15,0.7,"[0.2620137299771167, 0.2543859649122807, 0.2459954233409611, 0.2376048817696415]",0.6080265689926476,True,25.024302539939526,202.0625,runs/v14/snake-all_readout-linear-s1/checkpoint.pkl,6f0a4b6e32ab8dbe93c287ea477b3a7eefc834dbcd537ce5bcc789b357f82d7b,ec66e5559c780d24d7953011961ca6a088c1b134ed6e865595714cf3ed4bd3a6,,"{""update"": 32, ""transitions"": 65536, ""episodes"": 2719, ""level"": ""target"", ""lr"": 1.4999999999999999e-05, ""wall_seconds"": 25.024302539939526, ""transitions_per_second"": 2612.148828306797, ""train_success"": 6.0, ""train_return"": 4.548800000000005, ""rollout_action_fractions"": [507, 526, 523, 492], ""loss"": 0.5788506318537384, ""policy_loss"": -0.0021694754206937447, ""value_loss"": 1.1658263710692847, ""entropy"": 0.6310260867367619, ""approx_kl"": 3.139120288798339e-05, ""clip_fraction"": 0.0, ""grad_norm"": 2.7081525967343607, ""minibatch_updates"": 32, ""finite"": true}"
